temp order chi cb u
5 0.494122 0.000366207 0.252214 0.656799 
4.93797 0.496684 0.000369548 0.260571 0.656924 
4.87595 0.49977 0.000372046 0.26944 0.657104 
4.81392 0.502362 0.000372171 0.275791 0.657317 
4.7519 0.505371 0.000374976 0.285024 0.657478 
4.68987 0.508416 0.000378356 0.295329 0.657624 
4.62785 0.511164 0.000382611 0.305939 0.65774 
4.56582 0.514337 0.000382367 0.31408 0.657972 
4.5038 0.517086 0.000389843 0.328501 0.658009 
4.44177 0.520122 0.000389565 0.336788 0.658239 
4.37975 0.523432 0.000391476 0.347901 0.658413 
4.31772 0.526348 0.000398437 0.363254 0.658478 
4.2557 0.529504 0.000400107 0.374553 0.658662 
4.19367 0.532655 0.000401935 0.38733 0.658826 
4.13165 0.535739 0.000407119 0.402706 0.658934 
4.06962 0.539286 0.000406754 0.41434 0.659162 
4.00759 0.542402 0.000412728 0.431492 0.65925 
3.94557 0.545876 0.000416646 0.449144 0.659383 
3.88354 0.549159 0.000419727 0.465328 0.659531 
3.82152 0.552633 0.00042093 0.480149 0.659712 
3.75949 0.556086 0.000427614 0.503438 0.659796 
3.69747 0.559694 0.000430001 0.52142 0.659963 
3.63544 0.563136 0.000435202 0.543133 0.66008 
3.57342 0.566801 0.00043736 0.563041 0.660242 
3.51139 0.570279 0.000439809 0.584316 0.660392 
3.44937 0.574254 0.000445708 0.611759 0.660506 
3.38734 0.578055 0.000451196 0.63862 0.660622 
3.32532 0.581788 0.000456264 0.667429 0.660741 
3.26329 0.585717 0.000460445 0.696661 0.660876 
3.20127 0.589672 0.000465272 0.72791 0.661002 
3.13924 0.593498 0.000471821 0.761876 0.661107 
3.07722 0.597465 0.000480022 0.803127 0.661191 
3.01519 0.601785 0.000482967 0.836934 0.661345 
2.95316 0.606213 0.000488985 0.878338 0.661468 
2.89114 0.610306 0.000496877 0.924862 0.661564 
2.82911 0.614488 0.000500671 0.966369 0.661702 
2.76709 0.619032 0.000509193 1.01984 0.661799 
2.70506 0.623498 0.000515995 1.07468 0.661913 
2.64304 0.628376 0.000524214 1.13588 0.66202 
2.58101 0.632915 0.000530173 1.19456 0.662139 
2.51899 0.637913 0.000537697 1.26117 0.662259 
2.45696 0.642861 0.000547953 1.339 0.662353 
2.39494 0.647986 0.000551324 1.40587 0.662501 
2.33291 0.652935 0.00056448 1.50166 0.662574 
2.27089 0.658282 0.00057466 1.59709 0.662678 
2.20886 0.66375 0.000583325 1.6954 0.662793 
2.14684 0.669477 0.00059741 1.81944 0.662875 
2.08481 0.675284 0.000604561 1.92873 0.663006 
2.02278 0.681167 0.000616426 2.06621 0.663107 
1.96076 0.687365 0.00062813 2.21262 0.663213 
1.89873 0.693725 0.000637489 2.36636 0.663331 
1.83671 0.700608 0.000656191 2.56935 0.663411 
1.77468 0.707426 0.000669225 2.76861 0.66352 
1.71266 0.714613 0.000683216 2.99131 0.663629 
1.65063 0.721934 0.000695866 3.22756 0.663745 
1.58861 0.729922 0.000717978 3.53998 0.663829 
1.52658 0.73806 0.000730422 3.83438 0.663953 
1.46456 0.746741 0.000744838 4.18161 0.664072 
1.40253 0.755797 0.000765945 4.6023 0.664173 
1.34051 0.765241 0.000783947 5.05804 0.664286 
1.27848 0.775556 0.00080191 5.57525 0.664406 
1.21646 0.786312 0.000819352 6.16633 0.664528 
1.15443 0.797757 0.00083614 6.82794 0.664656 
1.09241 0.810282 0.000855631 7.62861 0.664779 
1.03038 0.823389 0.000871943 8.51682 0.66491 
0.968354 0.837578 0.000876452 9.44413 0.665062 
0.906329 0.852537 0.000883483 10.546 0.665206 
0.844304 0.868763 0.000876744 11.6814 0.665367 
0.782278 0.886016 0.000861687 12.9082 0.665529 
0.720253 0.903597 0.000822426 13.9278 0.665705 
0.658228 0.921858 0.000761593 14.6975 0.665885 
0.596203 0.940158 0.000673389 14.9472 0.666065 
0.534177 0.957599 0.000559874 14.399 0.666235 
0.472152 0.972993 0.00041747 12.5478 0.666391 
0.410127 0.985319 0.000269302 9.56126 0.666516 
0.348101 0.993657 0.000139878 5.95197 0.666601 
0.286076 0.998152 5.03887e-05 2.63439 0.666648 
0.224051 0.999735 9.25929e-06 0.620172 0.666664 
0.162025 0.999992 4.0076e-07 0.0371439 0.666667 
0.1 1 0 -3.83693e-11 0.666667 
