temp order chi cb u
5 0.805803 0.000899315 0.321169 0.657715 
4.93797 0.809891 0.000884973 0.324348 0.658049 
4.87595 0.81426 0.000886872 0.333211 0.658228 
4.81392 0.817499 0.000887531 0.340764 0.658399 
4.7519 0.821952 0.000879423 0.346533 0.658664 
4.68987 0.825494 0.000875095 0.352858 0.658873 
4.62785 0.829716 0.000871792 0.360366 0.659085 
4.56582 0.833759 0.000864761 0.366982 0.659308 
4.5038 0.837179 0.000865104 0.37522 0.659469 
4.44177 0.84152 0.000854274 0.380734 0.659722 
4.37975 0.845874 0.000846054 0.386662 0.659959 
4.31772 0.849939 0.000840723 0.394374 0.660155 
4.2557 0.853981 0.000834616 0.401316 0.66036 
4.19367 0.857797 0.000833215 0.410528 0.660518 
4.13165 0.861744 0.000825302 0.417042 0.660723 
4.06962 0.866472 0.000809589 0.420877 0.660981 
4.00759 0.870263 0.000807713 0.430761 0.661128 
3.94557 0.874282 0.000804894 0.440265 0.661287 
3.88354 0.878408 0.000788981 0.443548 0.661523 
3.82152 0.882859 0.000780117 0.450573 0.661713 
3.75949 0.886994 0.000767174 0.455688 0.661915 
3.69747 0.891358 0.000755157 0.461133 0.662113 
3.63544 0.895517 0.000742354 0.465517 0.662308 
3.57342 0.899837 0.000730784 0.471673 0.662488 
3.51139 0.90389 0.000717135 0.475713 0.662675 
3.44937 0.907939 0.000699767 0.477646 0.662873 
3.38734 0.91196 0.000687624 0.482975 0.663038 
3.32532 0.915949 0.00067606 0.488277 0.663195 
3.26329 0.920386 0.000652134 0.485492 0.66341 
3.20127 0.924144 0.000639343 0.489463 0.663562 
3.13924 0.928588 0.00062067 0.4898 0.663739 
3.07722 0.93261 0.000602283 0.489419 0.663908 
3.01519 0.936258 0.000583042 0.487907 0.664069 
2.95316 0.940022 0.000565382 0.487181 0.66422 
2.89114 0.943786 0.000542496 0.482146 0.664387 
2.82911 0.947715 0.000518822 0.475348 0.664551 
2.76709 0.951323 0.000500359 0.47249 0.664687 
2.70506 0.954797 0.000477048 0.46449 0.664835 
2.64304 0.958288 0.00044979 0.452432 0.66499 
2.58101 0.961755 0.000428924 0.44517 0.665118 
2.51899 0.9648 0.000405853 0.434802 0.665245 
2.45696 0.967974 0.000381205 0.421628 0.665373 
2.39494 0.97119 0.00035398 0.40443 0.665504 
2.33291 0.973782 0.000331883 0.391709 0.66561 
2.27089 0.976831 0.000304211 0.371131 0.66573 
2.20886 0.979263 0.000281523 0.355151 0.665828 
2.14684 0.981733 0.000256979 0.335562 0.665926 
2.08481 0.984086 0.000231283 0.312381 0.666023 
2.02278 0.986234 0.000206462 0.288996 0.666111 
1.96076 0.98798 0.000186287 0.270101 0.666183 
1.89873 0.989973 0.000161536 0.24279 0.666262 
1.83671 0.991555 0.000140251 0.218734 0.666328 
1.77468 0.993022 0.000120636 0.195488 0.666386 
1.71266 0.994202 0.000104042 0.174983 0.666434 
1.65063 0.995383 8.66141e-05 0.15166 0.66648 
1.58861 0.996406 7.0049e-05 0.127639 0.666522 
1.52658 0.997133 5.79213e-05 0.110177 0.666552 
1.46456 0.997906 4.45456e-05 0.0884213 0.666582 
1.40253 0.998409 3.52586e-05 0.0731427 0.666603 
1.34051 0.998821 2.73532e-05 0.0595004 0.666619 
1.27848 0.999174 2.00979e-05 0.045807 0.666633 
1.21646 0.999468 1.36394e-05 0.0327205 0.666645 
1.15443 0.999664 9.0467e-06 0.0228655 0.666653 
1.09241 0.999789 6.05593e-06 0.016158 0.666658 
1.03038 0.999879 3.67256e-06 0.0104295 0.666662 
0.968354 0.999927 2.36435e-06 0.00710072 0.666664 
0.906329 0.999966 1.15706e-06 0.00375136 0.666665 
0.844304 0.999987 4.97145e-07 0.0017297 0.666666 
0.782278 0.999994 2.55861e-07 0.000944908 0.666666 
0.720253 0.999997 1.15238e-07 0.000467728 0.666667 
0.658228 1 7.41808e-09 3.40911e-05 0.666667 
0.596203 1 0 -4.59759e-13 0.666667 
0.534177 1 0 -5.72727e-13 0.666667 
0.472152 1 0 -7.33085e-13 0.666667 
0.410127 1 0 -9.71588e-13 0.666667 
0.348101 1 0 -1.34867e-12 0.666667 
0.286076 1 0 -1.9969e-12 0.666667 
0.224051 1 0 -3.25556e-12 0.666667 
0.162025 1 0 -6.22519e-12 0.666667 
0.1 1 0 -1.63425e-11 0.666667 
