temp order chi cb u
5 0.299447 0.000387327 0.101649 0.638779 
4.93797 0.30106 0.0003923 0.105313 0.639063 
4.87595 0.302534 0.000392874 0.107873 0.639649 
4.81392 0.303874 0.000396397 0.111143 0.639938 
4.7519 0.305804 0.000397911 0.114564 0.640516 
4.68987 0.307207 0.00039973 0.117618 0.640972 
4.62785 0.308808 0.000403053 0.121558 0.641299 
4.56582 0.310414 0.000406648 0.125549 0.641684 
4.5038 0.3116 0.000406745 0.128243 0.64222 
4.44177 0.313294 0.000412846 0.133697 0.642443 
4.37975 0.314999 0.000413362 0.136997 0.642999 
4.31772 0.316386 0.000416688 0.141441 0.64335 
4.2557 0.317966 0.000418988 0.145718 0.643744 
4.19367 0.319318 0.000421409 0.149808 0.644157 
4.13165 0.320825 0.000424261 0.154638 0.644521 
4.06962 0.322628 0.000427974 0.160253 0.644902 
4.00759 0.32424 0.000432302 0.166358 0.645207 
3.94557 0.325445 0.00043419 0.170723 0.645624 
3.88354 0.327171 0.000440371 0.177766 0.645862 
3.82152 0.328697 0.000439963 0.182124 0.646385 
3.75949 0.330249 0.000447594 0.190181 0.646543 
3.69747 0.331474 0.000447527 0.195153 0.647008 
3.63544 0.332933 0.000452311 0.202292 0.647291 
3.57342 0.334287 0.000456765 0.209655 0.647584 
3.51139 0.335784 0.000459311 0.216458 0.647976 
3.44937 0.337147 0.000465624 0.225258 0.648192 
3.38734 0.33836 0.000471473 0.233583 0.648446 
3.32532 0.339746 0.000474817 0.241578 0.64879 
3.26329 0.340984 0.00047958 0.250702 0.649064 
3.20127 0.341968 0.000480962 0.257767 0.649432 
3.13924 0.34334 0.000484544 0.26693 0.649775 
3.07722 0.344321 0.00049221 0.27825 0.64993 
3.01519 0.345185 0.000496827 0.287773 0.650198 
2.95316 0.346269 0.000501084 0.299046 0.650474 
2.89114 0.347105 0.000506006 0.309488 0.650743 
2.82911 0.347872 0.000514741 0.322781 0.65088 
2.76709 0.348561 0.000522645 0.336759 0.651053 
2.70506 0.349034 0.000534765 0.353323 0.651085 
2.64304 0.349435 0.000535979 0.36347 0.651428 
2.58101 0.349632 0.00054874 0.380698 0.651466 
2.51899 0.349608 0.000557071 0.396386 0.651595 
2.45696 0.349613 0.00056899 0.41521 0.651641 
2.39494 0.349122 0.000577225 0.430313 0.651773 
2.33291 0.348677 0.000585661 0.447279 0.651901 
2.27089 0.347792 0.000597774 0.466027 0.65191 
2.20886 0.346793 0.000617823 0.492157 0.651763 
2.14684 0.345527 0.00063032 0.513325 0.651765 
2.08481 0.343635 0.000647707 0.535199 0.651661 
2.02278 0.34128 0.000670681 0.562277 0.651411 
1.96076 0.338542 0.000693059 0.588265 0.651153 
1.89873 0.335036 0.000722516 0.620028 0.650677 
1.83671 0.331375 0.000754895 0.653431 0.650171 
1.77468 0.326749 0.000796196 0.692747 0.649409 
1.71266 0.320505 0.000855141 0.736964 0.648168 
1.65063 0.313264 0.00091908 0.778285 0.646729 
1.58861 0.303381 0.00101756 0.834592 0.644156 
1.52658 0.291886 0.0011638 0.908043 0.640258 
1.46456 0.277999 0.00130328 0.956049 0.635571 
1.40253 0.259236 0.0014902 0.995801 0.627417 
1.34051 0.239098 0.00160889 0.96881 0.6185 
1.27848 0.215049 0.00156421 0.810789 0.610356 
1.21646 0.192672 0.0014502 0.637112 0.603985 
1.15443 0.172265 0.00126935 0.466041 0.601118 
1.09241 0.15354 0.00115386 0.348321 0.596162 
1.03038 0.135913 0.00103896 0.252816 0.591011 
0.968354 0.119232 0.000942755 0.183005 0.583256 
0.906329 0.103697 0.000875569 0.133418 0.57125 
0.844304 0.0880585 0.000786565 0.0895211 0.556539 
0.782278 0.0734523 0.000706908 0.0574141 0.536512 
0.720253 0.0593514 0.000618919 0.0333627 0.508409 
0.658228 0.0459814 0.000528168 0.0172567 0.46475 
0.596203 0.0340187 0.000433136 0.00831906 0.399632 
0.534177 0.0231691 0.000333173 0.00367388 0.287167 
0.472152 0.0142421 0.000233838 0.00211882 0.0908751 
0.410127 0.00753188 0.000142991 0.00166363 -0.269189 
0.348101 0.00319922 7.14534e-05 0.0011974 -1.0089 
0.286076 0.000924453 2.50664e-05 0.000583166 -3.25631 
0.224051 0.000134688 4.69995e-06 0.000147932 -20.0063 
0.162025 4.14063e-06 1.99546e-07 9.31851e-06 -627.931 
0.1 0 0 0 -nan 
