temp order chi cb u
5 0.806022 0.000223922 0.396661 0.664385 
4.93797 0.809904 0.000223279 0.404418 0.664443 
4.87595 0.81358 0.000221379 0.410339 0.664508 
4.81392 0.817517 0.000220394 0.418077 0.664566 
4.7519 0.821749 0.00021983 0.426937 0.664619 
4.68987 0.825726 0.000219302 0.436293 0.66467 
4.62785 0.829461 0.000217377 0.442489 0.664731 
4.56582 0.833309 0.000217286 0.45277 0.664776 
4.5038 0.837348 0.000214852 0.458728 0.66484 
4.44177 0.841582 0.000213207 0.466819 0.664896 
4.37975 0.845616 0.000212247 0.476136 0.664946 
4.31772 0.849822 0.000210837 0.484772 0.664998 
4.2557 0.85376 0.000209941 0.494287 0.665045 
4.19367 0.857796 0.000208984 0.504617 0.66509 
4.13165 0.862155 0.000206051 0.510703 0.66515 
4.06962 0.86621 0.000202784 0.515229 0.665211 
4.00759 0.870291 0.000201305 0.524781 0.665256 
3.94557 0.874514 0.000199561 0.533808 0.665304 
3.88354 0.878768 0.000196868 0.54058 0.665356 
3.82152 0.882859 0.000194979 0.549544 0.665401 
3.75949 0.887181 0.0001908 0.552359 0.66546 
3.69747 0.891233 0.000188501 0.560339 0.665505 
3.63544 0.895455 0.000185357 0.566403 0.665554 
3.57342 0.899652 0.000182949 0.574145 0.665598 
3.51139 0.903846 0.000179797 0.580124 0.665643 
3.44937 0.907974 0.000176967 0.586908 0.665686 
3.38734 0.912234 0.000171583 0.585305 0.665742 
3.32532 0.916283 0.000168214 0.590137 0.665784 
3.26329 0.920362 0.000163675 0.590836 0.665832 
3.20127 0.924311 0.000160494 0.595828 0.665871 
3.13924 0.928402 0.000154942 0.592332 0.66592 
3.07722 0.932392 0.000150084 0.590374 0.665963 
3.01519 0.936258 0.000145706 0.590156 0.666003 
2.95316 0.940077 0.000140939 0.58791 0.666043 
2.89114 0.943959 0.000135632 0.582896 0.666084 
2.82911 0.947613 0.000129519 0.573829 0.666126 
2.76709 0.95132 0.000125054 0.570842 0.666161 
2.70506 0.954782 0.000119043 0.560312 0.666199 
2.64304 0.958405 0.000112856 0.548324 0.666237 
2.58101 0.961691 0.00010705 0.536247 0.666271 
2.51899 0.964918 0.000101226 0.523193 0.666304 
2.45696 0.968095 9.50846e-05 0.507516 0.666337 
2.39494 0.971074 8.84276e-05 0.487452 0.666369 
2.33291 0.974099 8.21362e-05 0.467734 0.666399 
2.27089 0.976735 7.61272e-05 0.448028 0.666427 
2.20886 0.979408 6.95357e-05 0.423112 0.666455 
2.14684 0.981728 6.38508e-05 0.401664 0.666478 
2.08481 0.984106 5.77444e-05 0.376074 0.666502 
2.02278 0.986174 5.21336e-05 0.351485 0.666523 
1.96076 0.988099 4.59511e-05 0.320917 0.666545 
1.89873 0.989895 4.05894e-05 0.293877 0.666563 
1.83671 0.991522 3.54003e-05 0.265853 0.666579 
1.77468 0.992986 3.05815e-05 0.238387 0.666594 
1.71266 0.994307 2.55808e-05 0.207247 0.666608 
1.65063 0.995391 2.15606e-05 0.181645 0.666619 
1.58861 0.996343 1.78714e-05 0.156771 0.666629 
1.52658 0.997163 1.43711e-05 0.13141 0.666637 
1.46456 0.997862 1.14421e-05 0.109208 0.666644 
1.40253 0.998408 8.85288e-06 0.08835 0.66665 
1.34051 0.998852 6.68098e-06 0.0698151 0.666655 
1.27848 0.999199 4.89345e-06 0.0536518 0.666658 
1.21646 0.999466 3.42345e-06 0.0394914 0.666661 
1.15443 0.999655 2.33791e-06 0.0284048 0.666663 
1.09241 0.999783 1.54977e-06 0.0199232 0.666664 
1.03038 0.999876 9.35258e-07 0.0127322 0.666665 
0.968354 0.999937 5.08596e-07 0.00737675 0.666666 
0.906329 0.999968 2.79678e-07 0.00433295 0.666666 
0.844304 0.999986 1.3205e-07 0.00219488 0.666667 
0.782278 0.999994 5.92519e-08 0.00106463 0.666667 
0.720253 0.999998 2.118e-08 0.000410886 0.666667 
0.658228 1 5.09968e-09 0.000109381 0.666667 
0.596203 1 2.55927e-09 5.99772e-05 0.666667 
0.534177 1 0 -1.14545e-12 0.666667 
0.472152 1 0 -1.46617e-12 0.666667 
0.410127 1 0 -1.94318e-12 0.666667 
0.348101 1 0 -2.69735e-12 0.666667 
0.286076 1 0 -3.99379e-12 0.666667 
0.224051 1 0 -6.51112e-12 0.666667 
0.162025 1 0 -1.24504e-11 0.666667 
0.1 1 0 -3.2685e-11 0.666667 
