temp order chi cb u
5 0.0421319 0.000203314 0.0435644 -0.00431498 
4.93797 0.0425524 0.000207447 0.0459134 0.00964854 
4.87595 0.0430525 0.000216628 0.0485411 0.00735838 
4.81392 0.0432055 0.000221446 0.0515256 -0.00116268 
4.7519 0.0438648 0.000230433 0.0542947 0.00780795 
4.68987 0.044291 0.000237931 0.0577776 0.00181612 
4.62785 0.0448238 0.000246133 0.0617261 0.0110726 
4.56582 0.0452569 0.00025592 0.0658114 0.00164424 
4.5038 0.0459462 0.000266495 0.0697248 0.00624984 
4.44177 0.0464976 0.000276526 0.074479 0.00533751 
4.37975 0.0471063 0.000287469 0.0797382 0.0116767 
4.31772 0.0476613 0.000299547 0.0856345 0.00679536 
4.2557 0.0483164 0.000312278 0.0915426 0.00528461 
4.19367 0.0487532 0.000321678 0.0979686 0.00673028 
4.13165 0.0499875 0.000343781 0.107611 0.00496744 
4.06962 0.0506581 0.000358198 0.115422 0.00740103 
4.00759 0.0515574 0.000379346 0.12637 0.00213157 
3.94557 0.0524937 0.000394607 0.135882 0.0156022 
3.88354 0.0535337 0.000417273 0.149681 0.0131929 
3.82152 0.0545521 0.000442091 0.164347 0.0092583 
3.75949 0.0558142 0.000472417 0.182061 0.00309826 
3.69747 0.0568415 0.000495774 0.200065 0.01083 
3.63544 0.0585411 0.000535708 0.225004 0.00779857 
3.57342 0.0599591 0.000571613 0.249294 0.0112004 
3.51139 0.0615011 0.000608643 0.278897 0.0174307 
3.44937 0.063052 0.00065226 0.312941 0.0133062 
3.38734 0.0658084 0.000730602 0.366027 0.00699084 
3.32532 0.0674364 0.000776085 0.415281 0.00993794 
3.26329 0.0702618 0.000849901 0.480584 0.0217209 
3.20127 0.0726498 0.000941869 0.559355 0.00473988 
3.13924 0.0761386 0.00104296 0.667144 0.0149782 
3.07722 0.0803777 0.00117865 0.796535 0.027093 
3.01519 0.0841532 0.00133049 0.979185 0.0142718 
2.95316 0.0894919 0.00151782 1.22124 0.0284241 
2.89114 0.0945187 0.00175123 1.54181 0.0111274 
2.82911 0.101479 0.00200158 1.91045 0.0438105 
2.76709 0.110524 0.00245335 2.59271 0.0463835 
2.70506 0.12111 0.00293008 3.64462 0.0585736 
2.64304 0.138245 0.00387329 5.46159 0.0831701 
2.58101 0.159851 0.00517693 8.68937 0.105657 
2.51899 0.189787 0.00710078 14.8968 0.154386 
2.45696 0.235296 0.0105008 28.2485 0.21623 
2.39494 0.326404 0.0161911 62.1893 0.350445 
2.33291 0.480576 0.0194015 110.423 0.511313 
2.27089 0.664126 0.0117071 100.283 0.618049 
2.20886 0.774303 0.00423625 59.4227 0.651046 
2.14684 0.836347 0.00211814 34.7193 0.660158 
2.08481 0.87716 0.000757907 17.2622 0.664105 
2.02278 0.903459 0.000455481 11.6282 0.66523 
1.96076 0.923173 0.000283965 7.86577 0.665819 
1.89873 0.938453 0.000194451 5.80152 0.666118 
1.83671 0.95072 0.000137047 4.36181 0.666301 
1.77468 0.960512 9.77456e-05 3.2956 0.666419 
1.71266 0.968564 7.29984e-05 2.59599 0.666491 
1.65063 0.975197 5.36717e-05 2.01341 0.666543 
1.58861 0.980564 3.99521e-05 1.57582 0.666579 
1.52658 0.984842 2.9826e-05 1.23618 0.666604 
1.46456 0.988468 2.23206e-05 0.971826 0.666622 
1.40253 0.991304 1.66559e-05 0.761972 0.666635 
1.34051 0.993561 1.22685e-05 0.590129 0.666645 
1.27848 0.995301 8.99441e-06 0.455224 0.666651 
1.21646 0.996727 6.30736e-06 0.336621 0.666656 
1.15443 0.997764 4.36012e-06 0.245737 0.66666 
1.09241 0.998528 2.9525e-06 0.176185 0.666662 
1.03038 0.999085 1.88616e-06 0.11947 0.666664 
0.968354 0.999441 1.20773e-06 0.0814707 0.666665 
0.906329 0.999693 6.95955e-07 0.050189 0.666666 
0.844304 0.999838 3.86729e-07 0.0299458 0.666666 
0.782278 0.999924 1.95767e-07 0.0163637 0.666666 
0.720253 0.999969 8.54456e-08 0.00775901 0.666667 
0.658228 0.99999 2.99292e-08 0.00297466 0.666667 
0.596203 0.999997 1.05402e-08 0.0011561 0.666667 
0.534177 0.999999 2.07036e-09 0.000252985 0.666667 
0.472152 1 4.03949e-10 5.60693e-05 0.666667 
0.410127 1 0 0 0.666667 
0.348101 1 0 0 0.666667 
0.286076 1 0 0 0.666667 
0.224051 1 0 0 0.666667 
0.162025 1 0 0 0.666667 
0.1 1 0 0 0.666667 
